FlockID,Chicken,week,weight.kg
8,2,13,1.41
8,3,13,1.33
8,4,13,1.58
8,5,13,1.75
8,6,13,1.83
8,7,13,1.58
8,8,13,1.66
8,9,13,1.41
8,10,13,1.66
9,1,13,1.16
9,2,13,1.66
9,3,13,0.83
9,4,13,1.16
9,5,13,0.91
9,6,13,1.25
9,7,13,1.08
9,8,13,1.5
9,9,13,1.08
9,10,13,0.91
10,1,13,1.66
10,2,13,1.66
10,3,13,1.66
10,4,13,1.66
10,5,13,1.41
10,6,13,1.41
10,7,13,1.33
10,8,13,1.25
10,9,13,1.25
10,10,13,1.25
11,1,13,1.33
11,2,13,1.41
11,3,13,1.25
11,4,13,1.16
11,5,13,1.33
11,6,13,1.33
11,7,13,1.5
11,8,13,1.5
11,9,13,1
11,10,13,1.41
1,1,14,1.62
1,2,14,1.62
1,3,14,1.62
1,4,14,1.62
1,5,14,1.62
1,6,14,1.62
1,7,14,1.62
1,8,14,1.62
1,9,14,1.62
1,10,14,1.62
2,1,14,1.7
2,2,14,1.62
2,3,14,1.7
2,4,14,1.96
2,5,14,1.62
2,6,14,1.96
2,7,14,1.62
2,8,14,1.79
2,9,14,1.96
2,10,14,1.79
3,1,14,1.02
3,2,14,0.82
3,3,14,1.45
3,4,14,1.36
3,5,14,1.02
3,6,14,1.28
3,7,14,1.02
3,8,14,1.28
3,9,14,0.94
3,10,14,1.45
4,1,14,1.02
4,2,14,0.85
4,3,14,0.94
4,4,14,1.11
4,5,14,1.19
4,6,14,0.85
4,7,14,1.28
4,8,14,1.11
4,9,14,1.02
4,10,14,0.94
5,1,14,1.02
5,2,14,1.15
5,3,14,1.24
5,4,14,1.36
5,5,14,1.49
5,6,14,1.24
5,7,14,1.41
5,8,14,1.58
5,9,14,1.55
5,10,14,1.47
6,1,14,1.28
6,2,14,1.11
6,3,14,1.24
6,4,14,1.36
6,5,14,1.45
6,6,14,1.62
6,7,14,1.02
6,8,14,1.53
6,9,14,1.28
6,10,14,1.41
7,1,14,1.19
7,2,14,0.94
7,3,14,1.11
7,4,14,1.19
7,5,14,1.02
7,6,14,0.94
7,7,14,1.19
7,8,14,1.19
7,9,14,1.28
7,10,14,1.19
8,1,14,1.87
8,2,14,1.79
8,3,14,1.96
8,4,14,1.53
8,5,14,1.36
8,6,14,2.13
8,7,14,1.62
8,8,14,1.7
8,9,14,1.36
8,10,14,1.45
9,1,14,1.11
9,2,14,1.36
9,3,14,1.45
9,4,14,0.85
9,5,14,1.62
9,6,14,1.02
9,7,14,1.19
9,8,14,1.36
9,9,14,1.36
9,10,14,1.79
10,1,14,2.13
10,2,14,2.05
10,3,14,2.05
10,4,14,1.62
10,5,14,1.62
10,6,14,1.53
10,7,14,1.28
10,8,14,1.19
10,9,14,1.45
10,10,14,1.45
11,1,14,1.45
11,2,14,1.62
11,3,14,1.11
11,4,14,1.02
11,5,14,1.28
11,6,14,1.36
11,7,14,1.53
11,8,14,1.53
11,9,14,1.62
11,10,14,1.28
1,1,15,1.35
1,2,15,1.35
1,3,15,1.35
1,4,15,1.35
1,5,15,1.35
1,6,15,1.35
1,7,15,1.35
1,8,15,1.35
1,9,15,1.35
1,10,15,1.35
3,1,15,1.17
3,2,15,0.88
3,3,15,1.62
3,4,15,1.53
3,5,15,1.17
3,6,15,1.44
3,7,15,1.17
3,8,15,1.35
3,9,15,1.08
3,10,15,1.62
4,1,15,1.17
4,2,15,1.35
4,3,15,0.9
4,4,15,1.26
4,5,15,0.9
4,6,15,0.99
4,7,15,1.26
4,8,15,1.08
4,9,15,0.9
4,10,15,1.08
9,1,15,1.08
9,2,15,1.44
9,3,15,0.99
9,4,15,1.89
9,5,15,1.89
9,6,15,1.08
9,7,15,1.17
9,8,15,1.98
9,9,15,1.62
9,10,15,1.53
10,1,15,1.8
10,2,15,1.8
10,3,15,1.8
10,4,15,1.8
10,5,15,1.8
10,6,15,1.62
10,7,15,1.26
10,8,15,1.26
10,9,15,1.62
10,10,15,1.53
11,1,15,1.62
11,2,15,1.71
11,3,15,1.71
11,4,15,1.53
11,5,15,1.35
11,6,15,1.44
11,7,15,1.71
11,8,15,1.71
11,9,15,1.62
11,10,15,1.53
1,1,16,1.86
1,2,16,1.77
1,3,16,1.68
1,4,16,1.58
1,5,16,1.77
1,6,16,1.86
1,7,16,1.68
1,8,16,1.86
1,9,16,1.86
1,10,16,2.42
3,1,16,1.4
3,2,16,1.49
3,3,16,1.49
3,4,16,1.58
3,5,16,1.21
3,6,16,1.12
3,7,16,1.4
3,8,16,1.58
3,9,16,1.3
3,10,16,1.21
4,1,16,0.93
4,2,16,1.3
4,3,16,1.12
4,4,16,0.93
4,5,16,1.21
4,6,16,1.12
4,7,16,1.12
4,8,16,1.21
4,9,16,1.02
4,10,16,1.3
9,1,16,1.49
9,2,16,1.02
9,3,16,1.12
9,4,16,1.86
9,5,16,1.86
9,6,16,0.93
9,7,16,0.93
9,8,16,1.02
9,9,16,0.84
9,10,16,1.58
10,1,16,1.58
10,2,16,1.58
10,3,16,1.58
10,4,16,1.58
10,5,16,1.58
10,6,16,1.58
10,7,16,2.23
10,8,16,2.05
10,9,16,2.05
10,10,16,1.68
11,1,16,1.58
11,2,16,1.77
11,3,16,1.96
11,4,16,2.05
11,5,16,1.86
11,6,16,1.96
11,7,16,1.68
11,8,16,1.58
11,9,16,1.4
11,10,16,1.21
1,1,17,1.59
1,2,17,1.53
1,3,17,1.59
1,4,17,1.64
1,5,17,1.69
1,6,17,1.48
1,7,17,1.69
1,8,17,1.48
1,9,17,1.59
1,10,17,1.59
3,1,17,1.37
3,2,17,1.48
3,3,17,1.37
3,4,17,1.48
3,5,17,1.48
3,6,17,1.37
3,7,17,1.37
3,8,17,1.48
3,9,17,1.48
3,10,17,1.48
4,1,17,1.37
4,2,17,1.16
4,3,17,1.59
4,4,17,1.48
4,5,17,1.27
4,6,17,1.06
4,7,17,1.16
4,8,17,1.06
4,9,17,1.37
4,10,17,1.27
9,1,17,1.27
9,2,17,1.48
9,3,17,1.06
9,4,17,1.69
9,5,17,1.27
9,6,17,1.59
9,7,17,1.06
9,8,17,1.8
9,9,17,2.11
9,10,17,1.37
11,1,17,1.37
11,2,17,1.69
11,3,17,1.8
11,4,17,2.33
11,5,17,2.22
11,6,17,2.22
11,7,17,2.43
11,8,17,2.54
11,9,17,1.48
11,10,17,2.22
1,1,18,1.9
1,2,18,1.71
1,3,18,1.81
1,4,18,1.9
1,5,18,2.38
1,6,18,2.1
1,7,18,2.19
1,8,18,1.9
1,9,18,2
1,10,18,2.29
4,1,18,1.33
4,2,18,1.24
4,3,18,1.43
4,4,18,1.14
4,5,18,1.05
4,6,18,1.24
4,7,18,1.43
4,8,18,1.33
4,9,18,1.14
4,10,18,1.05
11,1,18,1.71
11,2,18,1.43
11,3,18,1.14
11,4,18,1.81
11,5,18,1.52
11,6,18,1.71
11,7,18,0.95
11,8,18,1.24
11,9,18,2.1
11,10,18,1.81
4,1,19,1.27
4,2,19,1.37
4,3,19,1.06
4,4,19,1.48
4,5,19,1.58
4,6,19,1.27
4,7,19,1.06
4,8,19,1.16
4,9,19,1.27
4,10,19,1.16
11,1,19,2.32
11,2,19,2.64
11,3,19,2.22
11,4,19,2.11
11,5,19,1.58
11,6,19,1.37
11,7,19,2.75
11,8,19,2.43
11,9,19,2.22
11,10,19,1.48
4,1,20,2.07
4,2,20,1.62
4,3,20,1.77
4,4,20,1.62
4,5,20,1.48
4,6,20,1.77
4,7,20,2.07
4,8,20,1.62
4,9,20,2.07
4,10,20,1.62
4,1,21,1.99
4,2,21,2.26
4,3,21,1.9
4,4,21,1.81
4,5,21,1.36
4,6,21,1.18
4,7,21,2.35
4,8,21,2.08
4,9,21,1.9
4,10,21,1.27
4,1,22,1.68
4,2,22,2.35
4,3,22,1.59
4,4,22,1.68
4,5,22,2.09
4,6,22,1.84
4,7,22,1.93
4,8,22,1.68
4,9,22,1.76
4,10,22,2.01
